Date,PercentOfBaseline,Country,AirportName,State
5/15/2020,67,United States of America (the),Charlotte Douglas International,North Carolina
5/16/2020,43,United States of America (the),Charlotte Douglas International,North Carolina
5/17/2020,71,United States of America (the),Charlotte Douglas International,North Carolina
5/18/2020,79,United States of America (the),Charlotte Douglas International,North Carolina
5/19/2020,86,United States of America (the),Charlotte Douglas International,North Carolina
5/20/2020,79,United States of America (the),Charlotte Douglas International,North Carolina
5/21/2020,79,United States of America (the),Charlotte Douglas International,North Carolina
5/22/2020,61,United States of America (the),Charlotte Douglas International,North Carolina
5/23/2020,57,United States of America (the),Charlotte Douglas International,North Carolina
5/24/2020,59,United States of America (the),Charlotte Douglas International,North Carolina
5/25/2020,20,United States of America (the),Charlotte Douglas International,North Carolina
5/26/2020,84,United States of America (the),Charlotte Douglas International,North Carolina
5/27/2020,85,United States of America (the),Charlotte Douglas International,North Carolina
5/28/2020,87,United States of America (the),Charlotte Douglas International,North Carolina
5/29/2020,84,United States of America (the),Charlotte Douglas International,North Carolina
5/30/2020,71,United States of America (the),Charlotte Douglas International,North Carolina
5/31/2020,69,United States of America (the),Charlotte Douglas International,North Carolina
6/1/2020,92,United States of America (the),Charlotte Douglas International,North Carolina
6/2/2020,94,United States of America (the),Charlotte Douglas International,North Carolina
6/3/2020,87,United States of America (the),Charlotte Douglas International,North Carolina
6/4/2020,76,United States of America (the),Charlotte Douglas International,North Carolina
6/5/2020,75,United States of America (the),Charlotte Douglas International,North Carolina
6/6/2020,50,United States of America (the),Charlotte Douglas International,North Carolina
6/7/2020,64,United States of America (the),Charlotte Douglas International,North Carolina
6/8/2020,76,United States of America (the),Charlotte Douglas International,North Carolina
6/9/2020,87,United States of America (the),Charlotte Douglas International,North Carolina
6/10/2020,84,United States of America (the),Charlotte Douglas International,North Carolina
6/11/2020,92,United States of America (the),Charlotte Douglas International,North Carolina
6/12/2020,75,United States of America (the),Charlotte Douglas International,North Carolina
6/13/2020,63,United States of America (the),Charlotte Douglas International,North Carolina
6/14/2020,53,United States of America (the),Charlotte Douglas International,North Carolina
6/15/2020,87,United States of America (the),Charlotte Douglas International,North Carolina
6/16/2020,78,United States of America (the),Charlotte Douglas International,North Carolina
6/17/2020,82,United States of America (the),Charlotte Douglas International,North Carolina
6/18/2020,81,United States of America (the),Charlotte Douglas International,North Carolina
6/19/2020,84,United States of America (the),Charlotte Douglas International,North Carolina
6/20/2020,67,United States of America (the),Charlotte Douglas International,North Carolina
6/21/2020,57,United States of America (the),Charlotte Douglas International,North Carolina
6/22/2020,84,United States of America (the),Charlotte Douglas International,North Carolina
6/23/2020,87,United States of America (the),Charlotte Douglas International,North Carolina
6/24/2020,82,United States of America (the),Charlotte Douglas International,North Carolina
6/25/2020,73,United States of America (the),Charlotte Douglas International,North Carolina
6/26/2020,84,United States of America (the),Charlotte Douglas International,North Carolina
6/27/2020,64,United States of America (the),Charlotte Douglas International,North Carolina
6/28/2020,69,United States of America (the),Charlotte Douglas International,North Carolina
6/29/2020,80,United States of America (the),Charlotte Douglas International,North Carolina
6/30/2020,76,United States of America (the),Charlotte Douglas International,North Carolina
7/1/2020,76,United States of America (the),Charlotte Douglas International,North Carolina
7/2/2020,73,United States of America (the),Charlotte Douglas International,North Carolina
7/3/2020,33,United States of America (the),Charlotte Douglas International,North Carolina
7/4/2020,31,United States of America (the),Charlotte Douglas International,North Carolina
7/5/2020,42,United States of America (the),Charlotte Douglas International,North Carolina
7/6/2020,69,United States of America (the),Charlotte Douglas International,North Carolina
7/7/2020,85,United States of America (the),Charlotte Douglas International,North Carolina
7/8/2020,92,United States of America (the),Charlotte Douglas International,North Carolina
7/9/2020,88,United States of America (the),Charlotte Douglas International,North Carolina
7/10/2020,72,United States of America (the),Charlotte Douglas International,North Carolina
7/11/2020,61,United States of America (the),Charlotte Douglas International,North Carolina
7/12/2020,49,United States of America (the),Charlotte Douglas International,North Carolina
7/13/2020,77,United States of America (the),Charlotte Douglas International,North Carolina
7/14/2020,81,United States of America (the),Charlotte Douglas International,North Carolina
7/15/2020,77,United States of America (the),Charlotte Douglas International,North Carolina
7/16/2020,85,United States of America (the),Charlotte Douglas International,North Carolina
7/17/2020,75,United States of America (the),Charlotte Douglas International,North Carolina
7/18/2020,58,United States of America (the),Charlotte Douglas International,North Carolina
7/19/2020,50,United States of America (the),Charlotte Douglas International,North Carolina
7/20/2020,75,United States of America (the),Charlotte Douglas International,North Carolina
7/21/2020,86,United States of America (the),Charlotte Douglas International,North Carolina
7/22/2020,94,United States of America (the),Charlotte Douglas International,North Carolina
7/23/2020,100,United States of America (the),Charlotte Douglas International,North Carolina
7/24/2020,77,United States of America (the),Charlotte Douglas International,North Carolina
7/25/2020,71,United States of America (the),Charlotte Douglas International,North Carolina
7/26/2020,98,United States of America (the),Charlotte Douglas International,North Carolina
7/27/2020,95,United States of America (the),Charlotte Douglas International,North Carolina
7/28/2020,100,United States of America (the),Charlotte Douglas International,North Carolina
7/29/2020,79,United States of America (the),Charlotte Douglas International,North Carolina
7/30/2020,89,United States of America (the),Charlotte Douglas International,North Carolina
7/31/2020,80,United States of America (the),Charlotte Douglas International,North Carolina
8/1/2020,62,United States of America (the),Charlotte Douglas International,North Carolina
8/2/2020,66,United States of America (the),Charlotte Douglas International,North Carolina
8/3/2020,89,United States of America (the),Charlotte Douglas International,North Carolina
8/4/2020,99,United States of America (the),Charlotte Douglas International,North Carolina
8/5/2020,77,United States of America (the),Charlotte Douglas International,North Carolina
8/6/2020,97,United States of America (the),Charlotte Douglas International,North Carolina
8/7/2020,83,United States of America (the),Charlotte Douglas International,North Carolina
8/8/2020,79,United States of America (the),Charlotte Douglas International,North Carolina
8/9/2020,78,United States of America (the),Charlotte Douglas International,North Carolina
8/10/2020,96,United States of America (the),Charlotte Douglas International,North Carolina
8/11/2020,85,United States of America (the),Charlotte Douglas International,North Carolina
8/12/2020,94,United States of America (the),Charlotte Douglas International,North Carolina
8/13/2020,91,United States of America (the),Charlotte Douglas International,North Carolina
8/14/2020,90,United States of America (the),Charlotte Douglas International,North Carolina
8/15/2020,87,United States of America (the),Charlotte Douglas International,North Carolina
8/16/2020,82,United States of America (the),Charlotte Douglas International,North Carolina
8/18/2020,95,United States of America (the),Charlotte Douglas International,North Carolina
8/19/2020,94,United States of America (the),Charlotte Douglas International,North Carolina
8/20/2020,89,United States of America (the),Charlotte Douglas International,North Carolina
8/21/2020,87,United States of America (the),Charlotte Douglas International,North Carolina
8/22/2020,72,United States of America (the),Charlotte Douglas International,North Carolina
8/23/2020,91,United States of America (the),Charlotte Douglas International,North Carolina
8/24/2020,87,United States of America (the),Charlotte Douglas International,North Carolina
8/25/2020,100,United States of America (the),Charlotte Douglas International,North Carolina
8/26/2020,94,United States of America (the),Charlotte Douglas International,North Carolina
8/27/2020,100,United States of America (the),Charlotte Douglas International,North Carolina
8/28/2020,79,United States of America (the),Charlotte Douglas International,North Carolina
8/29/2020,67,United States of America (the),Charlotte Douglas International,North Carolina
8/30/2020,67,United States of America (the),Charlotte Douglas International,North Carolina
8/31/2020,90,United States of America (the),Charlotte Douglas International,North Carolina
9/1/2020,100,United States of America (the),Charlotte Douglas International,North Carolina
9/2/2020,99,United States of America (the),Charlotte Douglas International,North Carolina
9/3/2020,100,United States of America (the),Charlotte Douglas International,North Carolina
9/4/2020,94,United States of America (the),Charlotte Douglas International,North Carolina
9/5/2020,100,United States of America (the),Charlotte Douglas International,North Carolina
9/6/2020,92,United States of America (the),Charlotte Douglas International,North Carolina
9/7/2020,34,United States of America (the),Charlotte Douglas International,North Carolina
9/8/2020,100,United States of America (the),Charlotte Douglas International,North Carolina
